content,sentimen
"pernah Instasi hydrant di tanggerang dan bandung. Co2 system' di jakarta ,dll sprinkler di jakarta . alarm system' di Surabaya ,jakarta, Tanggerang, bandung ,Bali ,balikpapan,Samarinda ,sumatera. service panel alarm.",-1
Perlu berulang ulang smpai puluhan kali untuk buka aplikasi nya. Bikin kesel. Mana updatean mulu kerja nya.,-1
"Gk bisa salin dan tempel ketikan saat mengisi profil di deskripsi, jadi harus ngetik lagi, kan cape ngetik mulu",-1
"aplikasinya sangat tidak membantu, gak ada sama sekali yang sampai tahab psikotes ataupun interview. lowongan yg tersedia sepertinya hoks semu",-1
"setelah update semalem, dipake malah jadi ga nyaman. masa ngesearch loker yg muncul itu2 doang. please di perbaiki lagi",-1
"Aplikasi ga jelas 140 lamaran di tolak semua, alasannya skill set padahal 4 sertifikat pelatihan dari lembaga nasional udah di cantumin di CV dan sertifikat seminar nasional juga, bilang skill set nya kurang, paklaring juga 3 lembar berbeda perusahaan juga udah di cantumin, asli ga jelas aplikasi nya",-1
Aplikasi paling tidak berguna dan TOLOL,-1
"Susah sekali di buka aplikasi nya, klo pun bisa di buka, untuk melihat daftar list nya, lama bgt, apa seberat itu aplikasi ini",-1
Mu nyari kerja tapi mager ya di aplikasi ini tepatnya update banget deh info loker nya tinggal sesuaikan dengan minta kita ...,-1
"kok ga bisa dibuka yah aplikasinya, di suruh refresh karena ada yang tidak beres kata aplikasinya. Tolong di benerin min",-1
"Ampas cuy, cari kerjaan disini gak sesuai deskripsi dan juga sangat sedikit pencarian lowongan nya, hadeh ðŸ˜­",-1
"Ga jelas nih apk, kebanyakan notip palsu, ngasih notip lowongan yang udah tutup atau yang udah dilamar, gajelas banget so ngebantu padahal engga .",-1
Gak usah download apk ini khusus di jakarta doang,-1
"Tidak ada fitur hapus akun njir. Terpaksa harus hapus satu satu, ganti foto ganti nama. Agak ribet. Kurang simpel.",-1
"Lowongan kerjanya banyak dan mudah dipakai, ada pemberitahuan kalau CV kita ditolak atau lanjut ke step berikutnya, jadi kita tetep bisa pantau",-1
"Gokil sih, bisa cari kerja secara remote. Recomended buat kalian yang mau cari cuan tambahan",-1
"Keren aplikasinya, cuma kadang-kadang sistem down jadi sangat mengganggu",-1
Lama banget buka aplikasi ya semenjak upgrade ke baru + sulit bertanya kalau ada kesulitan,-1
Udh Sering minta update skrg sering keluar sendiri app nya jdi males..app nya sering forced close betulin dong bikin gk nyaman,-1
"Aplikasi eror, baru download seminggu udh eror aja. Mana kaga bisa masuk keaplikasinya. ANAK IT NYA BAGAIMANA BUAT APLIKASI",-1
Weird application ever..melamar sudah 3minggu..ketika sudah 1bulan lamaran di tutup dan tidak terima lagi.. Wth,-1
Sudah bayar kelas tapi link registrasi zoom tidak dikirim. Cek di notifikasi juga tidak ada! Tolong kembalikan uang saya,-1
"Mohon maaf Pak/Bu, glints nya macet setelah update di hp saya, info hp : google pixel 3XL dengan OS Android 12",-1
Aplikasi glints lowongan kerja ini tidak dapat di tolong & di panggil menerima kerja Tapi cuma di diam - diam mulu jadi orang nya menghindar tidak ada yang di bantuan kerja,-1
"Padahal bagus aplikasinya, kenapa gak bisa upload resume lagi? Kecewa saya",-1
Kenapa selalu gagal ketika menyinkronkan data dari pdf resume yang sudah saya buat??,-1
"Aplikasi ngga jelas susah buat login lewat email, fb dan linkedin juga sama ðŸ‘Ž",-1
"Aplikasinya g bisa di buka, dan seketika layarnya juga gelap, aplikasi apa ini gajelas bgt",-1
"Yg saya upload file pdf dibawah 5mb, dan sampai sekarang masih bermasalah.",-1
"Capthanya eror!!! Aplikasi ini ngelink sama linkedin , sama ribet searching infonya",-1
"Habis update malah nggak bisa dibuka, kacau nih, lagi darurat pula nih, gimana nih solusinya??",-1
Update terus padahal perubahannya juga ga terlalu signifikan,-1
"Lowongan disini banyak yaa, ada lowongan profesional maupun non profesional, nyesel baru tau apknya sekarang",-1
"ini apk buat apa sih sebenarnya? saya sudah install 2 bulan yg lalu, masukin lamaran dimna"" belum pernah ada yg masuk 1 pun .",-1
Lokernya membantu sekali awal-awal bingung cari kerja di mana. Pas nyoba aplikasi ini dan nyari loker yang cocok. Nih udah lamar pekerjaan,-1
Sekarang apply kerja bisa dari hp dan ga perlu lagi buka-buka laptop. Praktis bisa lamar kerja dimanapun.,-1
"Bagus, cuma setelah diupdate mau upload cv susah banget di aplikasi ataupun di websitenya",-1
Aplikasi tidak dapat dibuka. Hanya berhenti di logo awal buka,-1
Terkadang masih kurang update dalam memberi info loker dan usahakan jangan filter untuk posisi kerja,-1
"Aku kasih B5, abis aku update CV kok yg masuk CV lama yg salah. Saya jadi malu ke para HRD, mana pas klik buat review CV lama banget via HP. Terimakasih",-1
"Kenapa tidk bisa di buka aplikasi di ulang sampe 7 x tetap gk bis di buka nyebelin,,, bintang 2",-1
"Setelah di update malah jadi aneh, filter ubah lokasi jadi tercampur",-1
"Pas saya lamar,Lowongan kerja nya penipuan semua. Pernah lamar di jobstreet lebih bener.. Ini apaan kasi lowongan kok penipuan semua, belum dpt 1 pun lowongan yg bener dr aplikasi ini",-1
"Setelah diinstal aplikasi tidak bisa stuck dilogo, tidak bisa masuk menu apalagi mau log in",-1
"Apaan nih apk,dicari loker gada padahal di apk yg lain ada gausah diunduh nih apk,jelek,nyarinya lokasi diman yg keluar beda lokasi",-1
"tambahkan pilihan mencari kerja untuk Provinsi, jadi tidak perlu masukan setiap kota min",-1
Ntah abis nginstal ini apps atau mna jd banyak nomer nyasar nawarin aneh2 sampe pinjol soalnya disini platfom yg ngga bisa nyembunyiin nomer telpon secara publik jd in cuman yg konek saja atau bagaimna tiap hari ada 10 nomer tidak dikenal,-1
tidak rekom baik bagi recruiter dan pelamar iklan tidak terpasang dan tidak ada kelanjutan pelamar tidak masuk datanya ke recruiter,-1
Saya kecewa sudah 5 tahun install aplikasi Glints tapi tidak dapat 1 pekerjaan pun.,-1
Sangat menggu sekali iklan ini... Sudah di download yg di cari tidak ada !!!,-1
"Gak jelas ngirim lamaran puluhan kali gak satupun yg kena,mana gak ada keterangan sama sekali itu lamaran diterima apa engga nya cuman proses muluk.....",-1
"Belum berkontribusi untuk pribadi. Susah lolosnya, belum dapat membantu.",-1
Tolong di tindak lanjutkan ... Lamaran kerja yang bermodup penipuan di aplikasi nya Karna lowongan di sini banyak penipuan . Kalian bisa check dulu alamat sm PT yang terdaftar di google ... Karna banyak penipuan,-1
"Fitur baru tpi lebih sulit buat filternya, ga relevan",-1
Tiap hari ada update lowongan baru dri perusahaan yg sama dengan jobdesk yang sama tiap dilihat posting bbrpa menit/jam yg lalu. Aneh gk jelas.,-1
"baru menyetujui ""akses camera"" abis itu ""aplikasi tidak mendukung""",-1
"Buat yg lg cari lowongan kerjaa, ini ngebantu bgt sih. Ga perlu pusing2 gaperlu ribet2 satsetsatset jadiiii kereennnn",-1
"Hadeeehhhh berkali2 mau uploud CV untuk lamar kerjaan dengan Sizs CV sudah compress tinggal 300kb tidak bisa.. sidah pakai laptop, pakai hp gonta ganti browser tetap saja tidak bisaaaaaa.... Payaaahhh seringkaliii glints begini .. kenapaasihh ðŸ˜­ðŸ˜­ðŸ˜­ padahal bnyk loker disini yang saya lamar",-1
"Bukan cuma bisa cari informasi tentang pekerjaan aja tapi ada banyak kelas yang related buat ngembangin skills, Untuk pekerjaan yg dilamar juga bisa diliat prosesnya apa diterima sama perusahaan atau ditolak.",-1
tidak ada penerjemah dan pencarian kurang sesuai,-1
Bingung cari lowongan kerja yuk download aja glints banyak sekali lowongan profesional atau non professional dan ada juga class yang related buat ngembangin skill kamu juga loh. Buruan download glints,-1
"Susah upload resume, update profil juga susah harus lewat website giliran lewat website gabisa ngunggah resume",-1
Lowongan lama semua.. Tayang udah lebih dari 1 bulan lalu.. Gak ada maintenance lowongan,-1
"keseringan update aplikasi, tapi lamaran stukc gitu2 aja. ga kunjung ada kejelasan",-1
"Banyak spam banget. Tingkatkan verifikasi akun, agar orang tidak sembarangan posting spam dan penipuan kerja di timeline. Sumpah ganggu banget spamnya gak kira-kira",-1
Banyak lowongan didalam tapi tak ada yang berasal dari penerima kerja yang ada hanya penipuan.,-1
"KerenðŸ‘ðŸ‘, dengan aplikasi ini mengurangi kejahatan, karna mengurangi pengangguran.. Aseekkk",-1
ngebantu banget si..tp deskripsi dr bbrapa perushaan kurang luas..seperti alamat n salary,-1
"Ngelamar dari beberapa bulan kaga ada info apa"".. nyoba di app sbelah ga lama malah di respon padahal sama -_-",-1
Keseringan update dan pencarian nya rada susah jadi kurg efektif:(,-1
"Sebenarnya aplikasinya sudah bagus, tp sulit saat mau masukin file cv",-1
Kenapa tiba2 log out sendiri sih ...kesel gw,-1
"Sebenarnya aplikasinya bagus, akan tetapi saya sebagai rekruter bingung, bagaimana cara agar saya bisa buka jobposting, atau merekrut karyawan lewat glint,..?",-1
"Hallo. Saya kasih Bintang 3 karena banyak banget spamer. Coba tolong dibikin fitur blok profil, supaya saya bisa blok akun spamer tsb dan postingan spamer gak menuh-menuhin beranda eksplor saya. Terima kasih.",-1
Ini banyak lokasi yang tidak terdaftar tolong diperbanyak lagi khususnya di daerah Jakarta,-1
Membuat pendataan kelistrikan Membuat data Daily check up channel Indonusa telemedia Monitoring channel indovision Membantu memperbaiki jika terjadi kerusakan atau eror pada channel indovision,-1
"Kenapa sy tidak bisa upload CV padahal sdh berbentuk pdf dan dibawah 5MB ? Sy sdh hubungi lewat Email, tp tidak ada balasan",-1
Terlalu banyak update dan aplikasinya kurang user friendly,-1
"Udah Install Ulang, Remove Data Cache, Tetep Stuck Di Awal",-1
"Aplikasi mengubah kehidupan, dan membantu up tingkat pengangguran",-1
"Gk bisa ganti foto gembel amat, pdhl sinyal bagus.",-1
Nyesel baru tau aplikasi ini. Udah lama nyari loker tapi gak ada yang cocok. Pas scrool loker d aplikasi ini jadi ada yang cocok Komentarnya,-1
Kenapa gak bisa login tulisan nya bermasalah terus,-1
Ko aplikasi nya ga bisa di buka stak di logo nya trus gimana nih,-1
lamaran yg diajukan stuck di status di review. lama banget update di terima atau di tolak nya. bikin PHP,-1
Mode terbaru yang gak banget dan sulit,-1
Ga membantu banyak loker yang tidak membalas chat bahkan melihat saja tidak tiba tiba di cek sudah menutup lowongan,-1
Mantap...walaupun blm ada perusahaan yg menghubungi,-1
"Aplikasi buruk, chat HRD apa nya. Gk jls",-1
masih banyak penipuan,-1
"Lamaran saya tidak ada yang di respon, jadi bintang 3 dulu",-1
Banyak akun perusahaan bot g jelas,-1
Sangat sulit untuk melampirkan foto kesalahan terus,-1
Habis update jadi sering error ini aplikasi,-1
Aplikasi yg sangat jelek gw udh download malah enggak bisa kebuka lol nyesel banget udah download,-1
"Aplikasi okee, tapi ga ada kejelasan lebih lanjut, kalau ditolak seengaknya langsung kasih tau jangan selalu dalam review",-1
susa oploud resume karna harus ada ukuran file..seharusya di permuda...coba di buat bisa menempatkan berkas2 atau data diri aja di sini seterusnya kita cukup pencet lamar lansung,-1
Kok gak bisa di buka ya mentok di layar glints nya aja,-1
"Masih kacau,sistemnya sering tidak bisa membaca file.",-1
"Punya saya koq gk bisa indo terus,saya indo in tetep bahas inggris",-1
Bagus aplikasinya cm blm ada yg nyangkut mudah2an informasi loker di sini sudah di sortir bukan yang suka menipu,-1
"Aplikasi andalan, tapi akhir-akhir ini sering banget susah buat dibuka",-1
Aplikasi tidak bisa dibuka selalu berhenti,-1
Lu kalau ngasih notif job recommend jangan yang perlu pengalaman dong. Ngagetin aja. Padahal dah gw masukin datanya kalau gw masih fg,-1
"sayang sekali aplikasinya tidak bisa dibuka di samsung galaxy a 13, kenapa kira kira ya?",-1
"Selama ini membantu mencari loker, tapi belum ada yang kw cantol kantor nya satupun ðŸ˜­",-1
UI nya berubah jadi susah,-1
Aplikasi aga ada yang jelas..bego..masa gak yang nyantol sonx semua..kopet,-1
Aplikasi jelek banget udah d instal ngk bisa d buka,-1
"Search untuk di follow tidak ada atau saya yang gagu, kalau belum tolong tambahkan biar di beranda liat loker saja",-1
Tidak puas dengan aplikasi ini... lamar 30 perusahaan ditolak padahal CV nya sudah benar ...ðŸ˜¡ðŸ‘Ž,-1
Okelah cuman ada bbrp pekerjaan yg kurang tpi overall sdh pas,-1
Daftar lowongan terkesan itu2 saja gak ada penambahan loker yang lain.tak pantas mendapatkan bintang.,-1
aplikasi ga jelas..mau search pekerjaan malah error ðŸ¤¦,-1
"Aplikasi loker ga jelas masa pulahan lamaran ditolak semua,ga ada yang di ACC 1 pun, perbaiki lagi",-1
Sudah normal kendalanya,-1
Sering susah dibuka aplikasi nya dan eror mulu,-1
"fitur chat dengan hrd nya ga berguna,karena ga akan di bales sama hrd nya,mending hapua aja fitur chat nya",-1
Aplikasi buruk.. foto pdf 5 mb tidak bisa di kirim dan di lamar,-1
Akhir2 ini pas mau ngebookmark loker kok tulisannya gagal terus ya,-1
"Aplikasi yg tidak bisa di buka, gak ada gunanya",-1
Yg paling penting semoga gak ada iklan nya,-1
Setidaknya nya kita sudah berusaha...untuk hasil serahkan kepada maha kuasa,-1
"Kecewa lah, mau upload foto sama cv gak bisa-bisa",-1
Mudah cara melamar tapi belum ada panggilan kerja dari glints,-1
Walaupun belom ada yg lolos cuma baru interview ajaa gpapa lahh.,-1
"Aplikasi berbahaya dan tidak bertanggung jawab, saya kaitkan login ke akun aplikasi ini eehh mlah membagikan mnyebarkan data foto foto pribadi saya goggle",-1
Aplikasi ngaco baru mau masuk malah mental keluar....,-1
Menuh menuhin peyimpan aja apps nie. Gk ada guna nya . Puluhan bahkan ratusan loker.gk ada yg yg yantoll .GAK JELAS uinstal aja ygs,-1
"Dari awal pakai aplikasi glints gs ada 1 pun yg masuk, buat yg ud punya gelar aja susah, apalagi yg hanya tamatan smu",-1
Masalah login terjadi kesalahan mulu ðŸ‘Ž,-1
Apk yg merepot kan dan susah Ne cma mau d iklankan aja tp ga sesuai,-1
Aplikasi ini bagus tapi sayang sering sekali update,-1
setiap upload cv gagal mulu aneh aplikasinya,-1
"Nih glints lagi eror apa gmn dah? Gak di apk gak di laptop, mau masukin data susah benerðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",-1
Saya agak kecwa ketika saya buka aplikasinya muncul tulisan Glints terhenti,-1
"Dari 100 apply lamaran gak ada yg dipanggil , auto bintang 1",-1
Percuma di download. Loker pun tak ada. Tidak membantu. Uninstall saja. Hehehe.,-1
Baru beberapahari di download udh minta di update aja nih aplkasi.. malesin.,-1
Parah aplikasnya. Mau buka gak bisa-bisa.,-1
Kadang terjadi eror seperti kembali keberanda sendiri atau ke halaman yang lainnya sendiri.,-1
Banyak info loker di Glints yang cuma post doang tapi tidak ada panggilan untuk interview atau tes psikotes,-1
"Lokernya ga banyak dan ga jelas, abis itu tiap apply ga pernah nyangkut huffttt ðŸ˜¤",-1
Lowongan profesional dan non profesional banyak awalnya mikir cari kerja bakal susah ternyata banyak disini,-1
Kenapa saya login atau daftar baru pun susah banget,-1
"Mostly loker yang gue lamar dari glints gak seresponsif tempat lain, padahal company-nya sama. Ini gue curiga apakah di glints cuma rekayasa aja biar orang lebih lama di aplikasi ini?",-1
Ada fitur chat dengan rekruter tapi nggak pernah ada respon dari rekruternya. Perusahaan abal Abal kali ya ?,-1
"Setelah pertimbangan lebih lanjut, dengan berat hati kami sampaikan bahwa kami tidak akan memproses lamaranmu lebih lanjut. Mohon maaf dan terima kasih atas lamaran yang kamu kirim.",-1
Baru di unduh gabisa di buka dah pake iphone tampilan logo doank. Ayo di perbaikin saya kesulitan balas chat HRD jadinya,-1
"Knp di HP GW nggak bisa download yah, sombong bgt sih nih aplikasi",-1
Semenjak bisa chat langsung dengan HRD malah jadi susah kepanggil interview. Masuk daftar terpilih pun tidak menjamin dipanggil tes,-1
"Yang sudah dibaca sama perusahaan cuman satu aja, nggak efektif",-1
Kenapa gk bisa dibuka dan selalu stuck?,-1
"Di beranda banyak penipuan, saya udah 2x ngeluarin duit gara - gara ni apk",-1
Baru juga download langsung dapet loker palsu ðŸ¤¢ðŸ˜”,-1
aplikasi ny ngestuck d tempatt g bs masuk sama sklii,-1
Ttg pengalaman kerja yg jd masalahnya pengalaman dari mana?kan baru keluar dari dulu sekolah.,-1
"Aneh, Job yang ditawarkan beda sama yang di katakan. Di Glinst jobnya A selesai terima cv perusahaan nyuruh kerja B. Kerjanya juga aneh, Di tulisan Glinst jobdesk Admin Online Shop eh waktu diterima kerja remot malah jdi kang kasih rating fiktif apa ini?!",-1
Tidak ada koneksi internet .. padahal internet nyala,-1
"Aplikasi gk jelas, up load cv yg cuma 600kb aja gk bisa2",-1
"Tidak ada alamat lengkap perusahaan,",-1
Aplikasi gak guna gak bisa di buka,-1
ide mewajibkan filter kota sangat menyusahkan buat pencarian banget,-1
Orang yg bernama nadia bekerja disini tidak bertanggung jawab. Karena akun saya dirubah. HatiÂ²pecat aja otu nadis.,-1
Selama melamar belom ada yang nyantol,-1
sangat membatu,-1
Loker nya banyak udah ngelamar banyak cuma gak ada respon,-1
Belum ada tanggapan,-1
"Lokernya itu2 terus, gaada loker terbaru",-1
Nyebelin apknya suruh update terus!,-1
Aplikasi stuck di loading awal,-1
"Buruk , dan bukan jd prioritas perusahaan yg mau untuk pakai ini aplikasi",-1
Banyak perusahaan penipuan,-1
"Aplikasi ini tidak bisa dibuka di hp saya, padahal hp saya hp baru ðŸ˜¢",-1
Tertipu di iklan.. deskripsinya beda sama yg gw cari,-1
"Ulasan banyak yang fake semua, gak sesuai",-1
Tidak bermanfaat,-1
Kurang bagus adminnya kebnyakan ngumpulin database Jdi banyak yg d tolak,-1
Belum ada pengalaman,-1
"mohon infonya, kenapa saya kesulitan mencari nama perusahaan secara langsung.",-1
Ngak jelas ni Baru di dwonload udah nyangkut di Logo aja.,-1
"Apk busuk,rating bagus cuma di bayar",-1
"Mudah untuk melamar pekerjaan,tp hrdnya koq jarang aktif ya?",-1
"Sering trouble ""terjadi kesalahan""",-1
"FILTER LAGI,UNTUK PEMASANGAN LOWONGAN LARENA BANYAK YANG PALSU DENGAN MEMINTA BAYARAN TAPI TIDAK DI PEKERJAKAN",-1
keseringan update bosen,-1
Bermanpaat..tapi blom ada yg nyangkut,-1
"Kurang bagus,,,,, jangan dolow",-1
Sangat jelek masak gw cari Bali gak di kedektesi,-1
Belum ada tanda tanda,-1
Kecewa sama apk nya:(,-1
Blm ad jawaban dri hrd nya tapi sya kasih 5 bintang,-1
Banyak juga kerjaan Bodong nya,-1
Masih sering eror kalau dibuka,-1
kenapa punya saya kok lokasinya singapur min gak ada negara lain,-1
"Saya belajar dari koesni kasdut di cipinang (sebelum dipindah ke penjara Sukamiskin. Saya buatkan lukisan ""batu karang tak goyah diterjang ombak"" dari cat minyak biasa dan kain mori utk kanvas.",-1
Glint jelek bgt sekarang suka ketutup sendiri kalo di buka,-1
Kek taii itu Â²ajh iklan ny di chat gk ada yg bls kek bukan manusia,-1
Sayangnya sya gak punya bakat,-1
Kenapa tidak ada follow back dari perusahaan yg dilamar,-1
Gmna cara ufload resume gagal terus ?.,-1
Aplikasinya sering ngefreze,-1
Tidak ada informasi lanjutan.,-1
"Percuma sih, ujung2nya ditolak jugaðŸ˜‚, yg ditakutkan biodata pribadi bisa ke ambil pihak swasta apa gimana ini?",-1
"Selama melamar disini belum satupun manggil, kalah sama jobstreet",-1
Aneh knp g bisa di buka,-1
sangat mengecewakan,-1
"apk tolol gabisa dibuka buang""paket gua aja",-1
Msuk ke pdf ny susah banget,-1
aplikasi yang gak jelas,-1
Apl Kacau gk lengkap parah deh pokoknya,-1
Maaf belum bisa download,-1
Banyak spam yg kaga jelas,-1
"Ok, masalah selesai",-1
Aplikasi tdk berguna,-1
aplikasi gak jelas,-1
Resfon cpt dr pihak hrd trimakash Glints,-1
Sangat membatu sekali ðŸ‘,-1
berat gk dbuka,-1
Eror ya.. tidak bisa dibuka,-1
Masih blm di terima,-1
Sangat membatu,-1
blm dpt kerja ðŸ˜­,-1
Ga ada satupun kejelasan lamaran!!!,-1
Tidak memberikan manfaat,-1
susah di buka ni aplikssi,-1
Ga ada blesan dri perusahaan,-1
Capek update mulu,-1
Sangat membatu,-1
Burik GK ada yg di panggil interview,-1
Tidak membantu,-1
Sangat membatu,-1
Aplikasi pembohong,-1
Ijazah SMP ga ada bintang 1,-1
Belum ada pengalaman,-1
Cari kerja susah saya,-1
Blm ada pengalaman,-1
Coba dulu kalau onar saya,-1
Blom bnyak membantu,-1
Suka,-1
"Ok Lumaya info, but under UPAH minimum no goofd for business",-1
Ok la,-1
Gembel,-1
"I can't open glints mobile apps in my android phone. When I open it, it was stucked in logo screen only, what was happened? I found a chat from employer in glint app, but to access chat feature I need to download mobile app, unfortunately the apps doesnt work. Kindly please help",-1
Suka,-1
oke gan,-1
No coment,-1
Sanget membant,-1
Bagis,-1
Suka,-1
Loker bodong,-1
"It's a good app since I got a job from here too. There was a spam issue on their exploration/home page but now the page itself is gone apparently. But the job bookmark function is still untouched. Sometimes it works, sometimes it doesn't. Please fix this issue",-1
Sangat buruk,-1
Makasi,-1
Cok apl taek,-1
Buruk,-1
puas,-1
"today looking for a job no need walk to place to place and asking for it but we can searching from glints platforms and also isn't only in Indonesia you can looking for about the job, there's another country you can get a information about it (southeast Asia) and here you can communicate about the job you will do with fellow in this platform",-1
good apps. but i'm not sure in bookmark button. little bit hard to click. tks.,-1
banyak spam,-1
Gabisa upload resume woy,-1
Kurang bagus,-1
"Why I can't upload my resume, even the file size not exceed 5mb. Please fix it!!",-1
Apk omongkosong nih cie,-1
Emergency nirse,-1
Cuma mimpiðŸ˜­,-1
Jeleqqq bgttzzzzz ga ada keterangan lamaran kita diterima or ditolak and request for delete account,-1
Plikasi nya ga bangus,-1
hiduip ataumati cukup peljaran sDx 6 th,-1
Apk gagal,-1
No goods,-1
Scam,-1
JossðŸ”¥,-1
